first_name,last_name,company_name,address,city,province,postal,phone1,email,web,exam_1,exam_2,exam_3,Dept,transcode
Yesenia,Giglio,Basque Plastics Corp,1262 W 19th St,Janeville,NB,E2A 5K7,506-858-9797,yesenia@cox.net,http://www.basqueplasticscorp.com,86,62,70,BIO,Code099
Tayna,Sine,"Bailey, Lesli Esq",99 Garfield Ave #370,Burlington,ON,L7R 3Y8,905-334-8817,tayna_sine@sine.com,http://www.baileylesliesq.com,93,50,60,BIO,Code004
Verona,Jobst,M C Green & Sons,9041 Grand Plaza Plac,Montreal,QC,H3V 1E3,514-842-7487,verona_jobst@jobst.org,http://www.mcgreensons.com,90,73,57,PHY,Code003
Denae,Eggers,Brookwood Inn,475 S Figueroa St,Winnipeg,MB,R2K 3B5,204-341-2445,denae_eggers@gmail.com,http://www.brookwoodinn.com,63,88,55,POL,Code050
Rikki,Montalgo,Emergency Management,7 Lagrange St #10,Montreal,QC,H2K 3M3,514-472-6857,rikki@montalgo.com,http://www.emergencymanagement.com,88,65,97,PHY,Code043
Nan,Weekly,Kates Boylston Publicatns Inc,16 Ridge Center,London,ON,N5Y 5M9,519-928-8049,nan@weekly.com,http://www.katesboylstonpublicatnsinc.com,88,70,63,POL,Code047
Sherell,Despain,Colonial Color Corp,66 62nd St #30,Surrey,BC,V3R 6N7,604-344-4458,sdespain@hotmail.com,http://www.colonialcolorcorp.com,62,53,70,MATH,Code031
Coral,Brennick,"Barbour, Michael J Esq",15 Ludlow Ave #156,Boucherville,QC,J4B 1R5,450-480-7421,coral.brennick@brennick.,http://www.barbourmichaeljesq.com,75,100,59,PHY,Code074
Phyliss,Huelse,Best Western Doublewood Inn,672 Neil Armstrong St #59,Lethbridge,AB,T1K 2L9,403-540-2604,phyliss_huelse@aol.com,http://www.bestwesterndoublewoodinn.com,54,71,95,MATH,Code093
Jesse,Wida,Mt Plsnt Dly Tribune Sunday,1 E Gabilan St,Burlington,ON,L7T 3Y9,905-356-4735,jesse@wida.com,http://www.mtplsntdlytribunesunday.com,70,54,93,PHY,Code029
Latonia,Helander,Gebhardt & Smith,6325 Statesville Rd,Brampton,ON,L6V 4R8,905-723-5674,latonia#helander.com,http://www.gebhardtsmith.com,90,50,66,MATH,Code026
Aimee,Clozza,Cdm Transportation,7 N Wacker Dr #42,Ottawa,ON,K1K 0K4,613-804-8102,aimee_clozza@clozza.org,http://www.cdmtransportation.com,98,89,84,MATH,Code052
Marcelle,Staie,"Butler, Frank B Esq",76 N Harlem Ave,Stoney Creek,ON,L8E 4S4,905-817-1934,marcelle_staie@aol.com,http://www.butlerfrankbesq.com,69,76,59,MATH,Code062
Ilda,Schuring,Secaucus Guide Book,80 Ringwood Ave #7,St. Albert,AB,T8N 1L5,780-830-2958,ilda_schuring@schuring.com,http://www.secaucusguidebook.com,86,57,80,BIO,Code037
Aileen,Klukken,"Stamper, Gerald Esq",8 Wilfong Ln,North York,ON,M2N 2T3,416-390-4510,aklukken@klukken.com,http://www.stampergeraldesq.com,57,50,81,MATH,Code016
Davida,Zeng,"Conway, John J Esq",8881 Hopkins St,Sainte-Sophie,QC,J5J 2B5,450-375-8192,davida_zeng@yahoo.com,http://www.conwayjohnjesq.com,51,65,85,BIO,Code040
Beata,Rubarts,Jay N Bee Office Solutions Ltd,19 Torresdale Ave #58,Victoria,BC,V8X 1R2,250-808-6765,beata_rubarts@aol.com,http://www.jaynbeeofficesolutionsltd.com,98,71,50,POL,Code011
Angelyn,Wieand,Edith Flagg Inc,79 Craig Rd,Brampton,ON,L6X 0E3,905-838-3914,angelyn_wieand@wieand.com,http://www.edithflagginc.com,51,86,60,PHY,Code008
Claudio,Hummell,"Blatt, Harold G Esq",432 Eastman Ave,Calgary,AB,T3L 2H1,403-481-8843,claudio_hummell@hotmail.com,http://www.blattharoldgesq.com,91,80,53,BIO,Code047
Krystal,Twyman,Shell Western Hills,9 Garcia Ave #38,Scarborough,ON,M1C 1N8,416-712-8230,ktwyman@gmail.com,http://www.shellwesternhills.com,55,65,91,PHY,Code094
Adela,Echegoyen,Fpa Corp,128 W Kellogg Dr,Burnaby,BC,V5B 4L5,604-571-8392,adela.echegoyen@echegoyen.org,http://www.fpacorp.com,66,72,81,POL,Code020
Ryan,Phibbs,Citrus Power Equipment,7827 Commercial St Se #37,Regina,SK,S4V 3B8,306-621-2626,rphibbs@gmail.com,http://www.citruspowerequipment.com,55,82,57,MATH,Code079
Edmond,Buettner,Eden Bail Bond Information Ctr,67 N Washington Ave #960,Saint-Eustache,QC,J7P 1A5,450-829-7834,edmond_buettner@buettner.org,http://www.edenbailbondinformationctr.com,99,70,68,PHY,Code043
Catina,Emmert,Noack & Dean Ins Agtts & Brkrs,19 Distribution Way,Thunder Bay,ON,P7C 4H3,807-652-2563,catina@gmail.com,http://www.noackdeaninsagttsbrkrs.com,82,50,60,PHY,Code018
Milly,Pattengale,"Schell, Eric F Esq",20 Fort Campbell Blvd #4792,Wetaskiwin,AB,T9A 3K1,780-799-64l8,milly@hotmail.com,http://www.schellericfesq.com,92,90,79,BIO,Code007
Jules,Erichsen,Eberhard Mfg Co Div Estrn Co,1 Parkfair Dr #1219,Mississauga,ON,L5C 1L3,905-929-8054,jules@cox.net,http://www.eberhardmfgcodivestrnco.com,70,67,73,BIO,Code036
Denna,Miklitz,Cptal Meats & Provisions Co,1736 Us Highway 19n N #6,Saint-Jean-sur-Richelieu,QC,J3B 0C5,450-409-1005,???@cox.net,http://www.cptalmeatsprovisionsco.com,62,54,78,PHY,Code011
Willetta,Cesa,Alpha Services Co,578 E Us Highway 36 #3,Membertou,NS,B1S 2P3,902-981-7382,willetta_cesa@gmail.com,http://www.alphaservicesco.com,67,66,71,PHY,Code081
Johna,Magathan,Park Metal Inc,1724 W Dodge Rd,Edmonton,AB,T6K 4E5,780-994-6272,jmagathan@magathan.org,http://www.parkmetalinc.com,76,,84,BIO,Code055
Ollie,Oliverson,"Redemann, Robert P Esq",1 W 8th,Etobicoke,ON,M9W 3W4,416-762-4001,ooliverson@cox.net,http://www.redemannrobertpesq.com,55,71,95,BIO,Code033
Sherly,Vitrano,Stangels Financial Services,8 Cochise Trl,Sydney,NS,B1P 1C1,902-480-3185,svitrano@hotmail.com,http://www.stangelsfinancialservices.com,79,50,62,POL,Code022
Kindra,Dishong,"Mcclanathan, Peter D Esq",4 Sutton Ln,Nepean,ON,K2E 6A5,613-510-3295,kdishong@gmail.com,http://www.mcclanathanpeterdesq.com,51,64,99,MATH,Code055
Vanda,Tentler,Oklahoma Ford Power Products,7 Shetland Ct,Kimberley,BC,V1A 2M7,250-605-3501,vanda_tentler@tentler.org,http://www.oklahomafordpowerproducts.com,58,86,54,MATH,Code079
Marshall,Fitgerald,Mpw Communities Of N J,526 Main St,Calgary,AB,T2M 4H2,403-918-5509,marshall_fitgerald@cox.net,http://www.mpwcommunitiesofnj.com,88,95,69,PHY,Code019
Kelvin,Hasha,"Orourke, Denise Michelle Esq",18 Duluth St,Edmonton,AB,T5M 4A7,780-227-7373,khasha@hotmail.com,http://www.orourkedenisemichelleesq.com,,58,75,PHY,Code079
Darrin,Mathiasen,Milton Daily Standard,35 Peconic Ave #4,Boucherville,QC,J4B 3Y4,450-536-7426,dmathiasen@hotmail.com,http://www.miltondailystandard.com,59,95,91,PHY,Code030
Susana,Mccarley,Kinkos Copies,7 S Quebec,Windsor,ON,N9E 2G5,519-491-9261,susana_mccarley@gmail.com,http://www.kinkoscopies.com,85,59,91,PHY,Code005
Wilson,Nickelson,Brobeck Phleger & Harrison,74 Se 3rd Ave #1494,North York,ON,M2J 3W5,416-376-7867,wilson_nickelson@aol.com,http://www.brobeckphlegerharrison.com,67,52,94,BIO,Code086
Malissa,Talty,"Stafford, William P Ii",3 Bush St,Saint John,NB,E2M 2N5,506-724-2777,malissa@talty.org,http://www.staffordwilliampii.com,90,57,95,POL,Code070
Tandra,Castillanos,Stony Creek Apartments,629 105th Ave,Hamilton,ON,L9C 3G2,905-715-9339,tcastillanos@castillanos.com,http://www.stonycreekapartments.com,54,70,78,POL,Code025
Lorean,Sammon,Arizona Store Equipment,58 Executive Dr,Regina,SK,S4S 3Y3,306-854-5060,lorean@yahoo.com,http://www.arizonastoreequipment.com,72,52,69,BIO,Code094
Desirae,Oien,L & P Construction,200 W Bijou St #6013,Calgary,AB,T2C 0Z5,403-405-2804,desirae.oien@hotmail.com,http://www.lpconstruction.com,67,90,84,BIO,Code087
Delsie,Cerao,Bacompt,2 Us Highway 206,English Settlement,NB,E6B 2J9,506-795-5209,delsie.cerao@cerao.org,http://www.bacompt.com,63,65,79,MATH,Code011
Mabel,Elmquist,Tarkett Inc,8570 E 8th St,Winnipeg,MB,R2K 0Y2,204-285-3978,mabel_elmquist@elmquist.com,http://www.tarkettinc.com,62,93,96,BIO,Code047
Marnie,Purslow,Century 21 Twin Oaks Rlty Inc,3068 N Interstate 35,Winnipeg,MB,R2V 3G6,204-904-1386,marnie.purslow@purslow.com,http://www.centurytwinoaksrltyinc.com,89,55,83,BIO,Code082
Rene,Granier,"Cohen, Mortimer S Esq",4241 Tapp St,Calgary,AB,T3Z 1H1,403-438-9257,rene@cox.net,http://www.cohenmortimersesq.com,82,89,66,POL,Code047
Trevor,Harnist,"Meraglio, Ruissell J Jr",99 Hart St,Dartmouth,NS,B2Y 1G7,902-782-2576,trevor.harnist@hotmail.com,http://www.meraglioruisselljjr.com,56,55,52,POL,Code083
Sharmaine,Batdorf,Stritzel Awning Svc,1822 Guilford Rd,Saint-Basile,NB,E7C 2L8,506-839-1630,sharmaine_batdorf@batdorf.com,http://www.stritzelawningsvc.com,64,95,57,MATH,Code064
Ricki,Traux,"Collins, Frederick H Esq",995 Concord Rd,Montreal,QC,H3J 1S4,514-657-1920,ricki.traux@traux.com,http://www.collinsfrederickhesq.com,94,63,65,PHY,Code021
Bernadine,Shufelt,"Mulligan, Thomas O Esq",3 Main St,Sudbury,ON,P3C 2X6,705-693-2982,bernadine_shufelt@shufelt.org,http://www.mulliganthomasoesq.com,51,86,61,BIO,Code080
Shad,Reider,City Judge,7995 Douglas Rd E #6,Lloydminster,AB,T9V 2M7,780-953-3852,shad_reider@aol.com,http://www.cityjudge.com,97,71,76,MATH,Code062
Kenneth,Degennaro,"Dodson, Mac Pa",965 Bryant St,St Martins,NB,E5R 1G5,506-763-6456,kenneth.degennaro@aol.com,http://www.dodsonmacpa.com,77,77,79,MATH,Code039
Marleen,Hennon,Welsch Metal Products Inc,2863 Brooklyn Terminal Mkt,Abbotsford,BC,V2S 4M2,604-545-3662,marleen_hennon@aol.com,http://www.welschmetalproductsinc.com,87,88,81,PHY,Code085
Joaquin,Geitner,Cellular One,6410 E State Hwy,Calgary,AB,T2K 4M8,403-640-8755,joaquin_geitner@cox.net,http://www.cellularone.com,76,87,85,MATH,Code056
Slyvia,Stockham,Finchers Findings,4895 Country Club Rd,Quebec,QC,G1K 5J8,418-913-7998,slyvia.stockham@aol.com,http://www.finchersfindings.com,86,57,51,POL,Code019
Kris,Bala,U S Tsubaki Inc,43 Gateway Blvd,Brampton,ON,L7A 2E8,905-848-5458,kris_bala@gmail.com,http://www.ustsubakiinc.com,79,53,86,PHY,Code051
Gussie,Diflorio,Cliff Clarks Inc Sales & Serv,881 South St #4,Trenton,ON,K8V 1G7,613-857-7922,gussie_diflorio@cox.net,http://www.cliffclarksincsalesserv.com,85,51,61,PHY,Code023
Lavelle,Lillywhite,"Schivley, G Gregory",5 S Taylor Ave,La Malbaie,QC,G5A 2R8,418-442-4179,lavelle.lillywhite@hotmail.com,http://www.schivleyggregory.com,97,67,90,BIO,Code057
Bev,Dermo,Nicks Printing,6059 Alewa Dr,Surrey,BC,V3X 1X5,604-880-6351,bev.dermo@dermo.com,http://www.nicksprinting.com,62,85,59,MATH,Code053
Bette,Digiovanni,"Nassar, Monique A Esq",345 Broadway St,London,ON,N6K 4J9,519-882-6434,bette.digiovanni@digiovanni.org,http://www.nassarmoniqueaesq.com,99,88,86,POL,Code080
Lajuana,Mccloud,Cesena Printg E Side Printg Co,7 W Pine St,Saint-Thomas,QC,J0K 3L0,450-272-6370,lajuana_mccloud@hotmail.com,http://www.cesenaprintgesideprintgco.com,84,71,66,BIO,Code024
Shakira,Westervelt,Buena Clerk,5470 N Lamar Blvd #542,North Vancouver,BC,V7J 2J9,604-991-8721,swestervelt@westervelt.org,http://www.buenaclerk.com,77,69,74,POL,Code083
Matt,Nickolich,"Bonina, John A Esq",103 E Main St #59,Regina,SK,S4S 5Y2,306-891-2346,matt@gmail.com,http://www.boninajohnaesq.com,89,99,71,POL,Code064
Clemencia,Momplaisir,Computer System Dynamics,698 N Allen Rd,Montreal,QC,H3J 2N8,514-804-3533,cmomplaisir@yahoo.com,http://www.computersystemdynamics.com,50,61,75,MATH,Code063
Oliva,Ambert,Kleins Hallmark Cards,1 Broadway St,Dawson Settlement,NB,E4H 2B6,506-672-7328,oambert@gmail.com,http://www.kleinshallmarkcards.com,71,80,59,MATH,Code027
Ranee,Maye,Construction Services Inc,5361 N 500 W #3065,Les Cedres,QC,J7T 3A9,450-700-5970,ranee_maye@maye.com,http://www.constructionservicesinc.com,84,74,69,POL,Code072
Ming,Eskew,"Dickman, J Scott Esq",4153 Broughton Ave,Victoria,BC,V9A 6P6,250-228-6798,ming_eskew@eskew.com,http://www.dickmanjscottesq.com,88,100,77,BIO,Code040
Annice,Peckens,"Hering, Glenn Z Esq",5 Falls Rd,Victoria,BC,V8V 2P7,250-727-7309,apeckens@peckens.org,http://www.heringglennzesq.com,72,95,96,BIO,Code062
Effie,Frymark,"Razzoog, Michael E Dds",51 3rd Ave,London,ON,N5W 5G1,519-433-4142,effie_frymark@gmail.com,http://www.razzoogmichaeledds.com,86,100,94,POL,Code015
Maricela,Conger,Phase One Office Products,865 N Port Ave,Coquitlam,BC,V3E 1Y4,604-568-1899,mconger@aol.com,http://www.phaseoneofficeproducts.com,54,54,99,BIO,Code072
Esteban,Plantenberg,Midwest Wheel Companies,78 E River,Surrey,BC,V4P 0C4,604-519-9547,esteban@cox.net,http://www.midwestwheelcompanies.com,98,99,57,BIO,Code053
Doretha,Wykle,"Lafave, E Joseph Iii",5106 N Laurel Park Dr,Kenora,ON,P9N 4E7,807-383-4855,doretha@yahoo.com,http://www.lafaveejosephiii.com,66,71,57,PHY,Code040
Dorsey,Neitzke,"Turley, Joseph M",9768 A Aven #112,Truro,NS,B2N 3P6,902-936-9426,dorsey_neitzke@hotmail.com,http://www.turleyjosephm.com,80,53,90,PHY,Code059
Amie,Okuniewski,Motion Industries Inc,24 Venice Rd,Pembroke,ON,K8A 8M7,613-686-9039,amie@yahoo.com,http://www.motionindustriesinc.com,54,69,75,BIO,Code075
Bulah,Berkoff,Balan Marketing Co,2497 Pennsylvania Ave,Strathroy,ON,N7G 3V5,519-309-5863,bulah.berkoff@cox.net,http://www.balanmarketingco.com,61,74,53,BIO,Code065
Erin,Delbosque,Curtiss Wright Corp,357 W Mount Royal Ave,Longueuil,QC,J4M 2A8,450-316-7813,erin@cox.net,http://www.curtisswrightcorp.com,57,97,67,MATH,Code065
Kassandra,Marushia,Phelps Tool & Die Co Inc,123 Euclid Ave #9396,Nanaimo,BC,V9R 1C9,250-646-6446,kassandra@gmail.com,http://www.phelpstooldiecoinc.com,89,57,88,BIO,Code063
Leslee,Matsuno,Factory Mattress Outlet,1251 E Main St #990,Quebec,QC,G1H 1A6,418-460-5773,leslee_matsuno@matsuno.org,http://www.factorymattressoutlet.com,62,77,99,PHY,Code064
Daniel,Dobler,Cosgroves N End Plbg & Hdwr Co,259 W 17th St #39,Beresford,NB,E8K 1B7,506-617-2607,ddobler@dobler.com,http://www.cosgrovesnendplbghdwrco.com,100,79,58,MATH,Code047
Antonio,Unruh,Mission Lincoln Properties,9 Route 38,Port Coquitlam,BC,V3C 2Z4,604-624-7690,antonio.unruh@hotmail.com,http://www.missionlincolnproperties.com,76,54,85,BIO,Code070
